epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,5768.49,0.98114,0.55051,0.89325,0.85466,0.66434,0.75574,0.44364,1.35707,0.74862,0.99293,0.0011395,0.0011395,0.0011395
181,5798.39,0.99441,0.55585,0.89507,0.85219,0.66444,0.75598,0.4438,1.35812,0.75022,0.99311,0.00109,0.00109,0.00109
182,5828.18,0.99863,0.55642,0.89875,0.85743,0.6624,0.75558,0.44375,1.35792,0.74976,0.99315,0.0010405,0.0010405,0.0010405
183,5858.13,0.98794,0.55328,0.89607,0.85052,0.66493,0.75515,0.44336,1.3583,0.74964,0.99364,0.000991,0.000991,0.000991
184,5887.82,0.97576,0.55073,0.89318,0.84501,0.667,0.75501,0.44322,1.35904,0.75056,0.99395,0.0009415,0.0009415,0.0009415
185,5917.26,0.99204,0.55441,0.89279,0.84567,0.66439,0.75486,0.44328,1.36003,0.75038,0.99405,0.000892,0.000892,0.000892
186,5947.06,0.98059,0.54662,0.88982,0.84234,0.66831,0.75526,0.44376,1.36013,0.75005,0.99413,0.0008425,0.0008425,0.0008425
187,5976.97,0.972,0.54409,0.88988,0.82865,0.67655,0.75527,0.44325,1.36077,0.75075,0.99449,0.000793,0.000793,0.000793
188,6006.68,0.97011,0.54545,0.89076,0.84459,0.66927,0.75535,0.44352,1.36227,0.75135,0.99501,0.0007435,0.0007435,0.0007435
189,6036.36,0.97073,0.54518,0.88954,0.84087,0.67081,0.75533,0.44328,1.36276,0.7514,0.99567,0.000694,0.000694,0.000694
190,6066.28,0.97642,0.54661,0.89202,0.83809,0.67166,0.75575,0.44294,1.363,0.75094,0.99617,0.0006445,0.0006445,0.0006445
191,6132.43,0.959,0.50447,0.88185,0.83682,0.67456,0.75631,0.44319,1.36341,0.7511,0.99635,0.000595,0.000595,0.000595
192,6160.8,0.94406,0.49146,0.87768,0.83681,0.67301,0.75597,0.44247,1.36302,0.75062,0.99571,0.0005455,0.0005455,0.0005455
193,6189.69,0.93177,0.4868,0.87877,0.83772,0.67214,0.75502,0.44273,1.36425,0.75025,0.99618,0.000496,0.000496,0.000496
194,6218.34,0.93296,0.48614,0.87618,0.83889,0.67198,0.75474,0.44227,1.36455,0.74969,0.99634,0.0004465,0.0004465,0.0004465
195,6247.29,0.92605,0.47909,0.87571,0.84165,0.67063,0.75498,0.44238,1.36552,0.74959,0.99687,0.000397,0.000397,0.000397
196,6275.98,0.92378,0.48274,0.87407,0.83989,0.67176,0.756,0.44236,1.36511,0.74891,0.99703,0.0003475,0.0003475,0.0003475
197,6304.97,0.9139,0.47546,0.87304,0.84172,0.66968,0.7552,0.44279,1.36574,0.74951,0.9971,0.000298,0.000298,0.000298
198,6333.93,0.90883,0.47245,0.87121,0.84117,0.66948,0.75495,0.4428,1.36607,0.74908,0.99706,0.0002485,0.0002485,0.0002485
199,6363.07,0.90349,0.46585,0.87481,0.83542,0.67165,0.75493,0.44281,1.36621,0.74985,0.9974,0.000199,0.000199,0.000199
200,6392.15,0.91386,0.47258,0.8736,0.83502,0.6723,0.75468,0.44259,1.36697,0.74924,0.99757,0.0001495,0.0001495,0.0001495
