epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,3917.84,0.78658,0.44256,0.85363,0.8769,0.66795,0.76707,0.45386,1.3201,0.74547,1.01951,0.000580294,0.000580294,0.000580294
186,3939.39,0.79208,0.44363,0.85603,0.8645,0.67862,0.76539,0.45307,1.3174,0.73342,1.02062,0.000576654,0.000576654,0.000576654
187,3960.25,0.79555,0.44072,0.85123,0.84699,0.68866,0.76814,0.45368,1.3201,0.729,1.02241,0.000573015,0.000573015,0.000573015
188,3981.35,0.78765,0.43754,0.85084,0.856,0.68302,0.76949,0.45435,1.32885,0.72813,1.02476,0.000569375,0.000569375,0.000569375
189,4003.09,0.80224,0.44458,0.85369,0.87178,0.67028,0.76892,0.45255,1.32993,0.72133,1.02468,0.000565735,0.000565735,0.000565735
190,4023.96,0.79053,0.44188,0.85255,0.86326,0.67567,0.76605,0.45188,1.32257,0.71267,1.01982,0.000562096,0.000562096,0.000562096
191,4044.63,0.79671,0.44067,0.85065,0.84555,0.68028,0.76618,0.45138,1.32508,0.71873,1.02369,0.000558456,0.000558456,0.000558456
192,4066.7,0.79846,0.44273,0.85655,0.83331,0.69323,0.76591,0.45348,1.3269,0.71704,1.02375,0.000554816,0.000554816,0.000554816
193,4087.62,0.79194,0.43908,0.84912,0.88013,0.66767,0.76929,0.45475,1.32149,0.72073,1.02149,0.000551176,0.000551176,0.000551176
194,4108.24,0.79287,0.44531,0.85278,0.878,0.67432,0.77011,0.45529,1.32586,0.71213,1.0204,0.000547537,0.000547537,0.000547537
195,4129.52,0.7888,0.43943,0.85534,0.87662,0.66868,0.76709,0.45561,1.32527,0.72334,1.02175,0.000543897,0.000543897,0.000543897
196,4150.34,0.78516,0.43848,0.85193,0.84958,0.68709,0.76623,0.45504,1.32074,0.73211,1.02303,0.000540257,0.000540257,0.000540257
197,4171.25,0.78514,0.44121,0.8548,0.84611,0.68901,0.76457,0.4523,1.31929,0.73031,1.02255,0.00053871,0.00053871,0.00053871
198,4192.4,0.78459,0.43997,0.85117,0.84966,0.68565,0.76145,0.45009,1.33126,0.73509,1.02454,0.000535081,0.000535081,0.000535081
199,4213.06,0.77986,0.43848,0.85063,0.85299,0.68162,0.7632,0.45206,1.32506,0.72767,1.02357,0.000531452,0.000531452,0.000531452
200,4233.72,0.78049,0.43714,0.84967,0.84386,0.68527,0.76537,0.45373,1.31955,0.72738,1.01938,0.000527823,0.000527823,0.000527823
201,4254.9,0.76899,0.43476,0.84648,0.85841,0.67629,0.76398,0.45552,1.32001,0.72001,1.02116,0.000524194,0.000524194,0.000524194
202,4275.72,0.77907,0.43582,0.85191,0.8502,0.68097,0.76352,0.45416,1.328,0.71805,1.02318,0.000520565,0.000520565,0.000520565
203,4296.64,0.77352,0.44032,0.85003,0.85688,0.67311,0.76422,0.45318,1.33285,0.72189,1.0228,0.000516935,0.000516935,0.000516935
204,4317.79,0.77134,0.43085,0.84999,0.86758,0.67028,0.76554,0.45493,1.32639,0.72238,1.01954,0.000513306,0.000513306,0.000513306
205,4338.44,0.78283,0.4393,0.85149,0.85683,0.67698,0.76769,0.45636,1.322,0.70528,1.01687,0.000509677,0.000509677,0.000509677
206,4359.3,0.78383,0.4392,0.85348,0.86759,0.675,0.76837,0.45373,1.32575,0.70121,1.02073,0.000506048,0.000506048,0.000506048
207,4380.44,0.77784,0.43559,0.84873,0.86259,0.67111,0.76652,0.45036,1.33194,0.69792,1.02218,0.000502419,0.000502419,0.000502419
208,4401.52,0.76829,0.43329,0.85298,0.86869,0.6735,0.7661,0.45129,1.3261,0.70088,1.01981,0.00049879,0.00049879,0.00049879
209,4422.53,0.77772,0.43567,0.85113,0.87465,0.67092,0.76829,0.45323,1.3187,0.69682,1.01758,0.000495161,0.000495161,0.000495161
210,4443.5,0.77379,0.4372,0.85013,0.87243,0.67397,0.76905,0.45552,1.32329,0.70285,1.01722,0.000491532,0.000491532,0.000491532
211,4463.9,0.77877,0.43784,0.84873,0.87064,0.67092,0.7681,0.45394,1.32935,0.7134,1.01878,0.000487903,0.000487903,0.000487903
212,4484.68,0.77495,0.4348,0.84951,0.86895,0.6765,0.76893,0.45465,1.32593,0.70579,1.02174,0.000484274,0.000484274,0.000484274
213,4505.55,0.78554,0.44096,0.85122,0.85379,0.68883,0.7705,0.45503,1.32359,0.70369,1.02059,0.000480645,0.000480645,0.000480645
214,4526.27,0.77686,0.43484,0.84935,0.8688,0.6744,0.76876,0.45525,1.32445,0.70201,1.02159,0.000477016,0.000477016,0.000477016
215,4547.38,0.7643,0.42642,0.85075,0.8678,0.67598,0.76721,0.45535,1.32611,0.69723,1.02395,0.000473387,0.000473387,0.000473387
216,4568.62,0.7741,0.43525,0.85119,0.86819,0.67505,0.76639,0.45383,1.32697,0.70588,1.02467,0.000469758,0.000469758,0.000469758
217,4589.09,0.77282,0.43236,0.84897,0.86338,0.68287,0.77124,0.45449,1.32425,0.70873,1.02443,0.000466129,0.000466129,0.000466129
218,4609.87,0.76123,0.42838,0.84617,0.86256,0.6802,0.77007,0.45473,1.32598,0.71581,1.02407,0.0004625,0.0004625,0.0004625
219,4630.83,0.77854,0.43738,0.85045,0.86732,0.67988,0.76975,0.45426,1.32742,0.71905,1.02537,0.000458871,0.000458871,0.000458871
220,4651.62,0.76109,0.42729,0.8463,0.86734,0.67979,0.77193,0.45737,1.3238,0.71224,1.02571,0.000455242,0.000455242,0.000455242
221,4672.58,0.76828,0.43242,0.84708,0.87272,0.679,0.77156,0.45623,1.32891,0.70803,1.02693,0.000451613,0.000451613,0.000451613
222,4693.42,0.75978,0.43013,0.84684,0.84952,0.68989,0.77189,0.45584,1.32978,0.70472,1.02511,0.000447984,0.000447984,0.000447984
223,4714.74,0.76515,0.43045,0.84798,0.86645,0.68036,0.77007,0.45297,1.33221,0.70453,1.02599,0.000444355,0.000444355,0.000444355
224,4735.64,0.76226,0.43093,0.84753,0.86637,0.6809,0.76939,0.45281,1.33133,0.71035,1.02666,0.000440726,0.000440726,0.000440726
225,4756.76,0.76861,0.43209,0.84789,0.85736,0.68554,0.76883,0.4541,1.32758,0.70864,1.02635,0.000437097,0.000437097,0.000437097
226,4777.6,0.76126,0.43017,0.84474,0.85534,0.68681,0.76841,0.45318,1.33021,0.72053,1.02633,0.000433468,0.000433468,0.000433468
227,4798.23,0.75865,0.42721,0.84365,0.85634,0.68746,0.76775,0.45436,1.3311,0.72218,1.02831,0.000429839,0.000429839,0.000429839
228,4819.31,0.75458,0.42097,0.84375,0.85172,0.69042,0.76753,0.45482,1.32417,0.71554,1.02819,0.00042621,0.00042621,0.00042621
229,4840.36,0.76087,0.42607,0.8476,0.84873,0.69087,0.76812,0.45404,1.32393,0.72175,1.02779,0.000422581,0.000422581,0.000422581
230,4861.41,0.76067,0.42467,0.84706,0.85603,0.6925,0.76937,0.45519,1.32524,0.71393,1.02922,0.000418952,0.000418952,0.000418952
231,4883.28,0.75787,0.42437,0.84506,0.8618,0.68657,0.76909,0.4557,1.32542,0.714,1.028,0.000415323,0.000415323,0.000415323
232,4904.48,0.7615,0.42573,0.8489,0.86208,0.68454,0.76754,0.45499,1.32606,0.70945,1.02742,0.000411694,0.000411694,0.000411694
233,4924.89,0.75269,0.42565,0.84494,0.85666,0.69247,0.77209,0.45613,1.32563,0.70445,1.02759,0.000408065,0.000408065,0.000408065
234,4946.4,0.76615,0.42829,0.85024,0.85356,0.68869,0.77111,0.45599,1.32963,0.70809,1.02841,0.000404435,0.000404435,0.000404435
235,4967.64,0.75414,0.42081,0.84456,0.85224,0.68672,0.76792,0.45443,1.33065,0.71303,1.02655,0.000400806,0.000400806,0.000400806
236,4988.39,0.74934,0.41516,0.84315,0.85596,0.6843,0.76662,0.45553,1.3273,0.71408,1.02418,0.000397177,0.000397177,0.000397177
237,5009.82,0.75903,0.4257,0.84567,0.85104,0.68686,0.76872,0.45602,1.32727,0.71471,1.02357,0.000393548,0.000393548,0.000393548
238,5031.09,0.74815,0.4209,0.84833,0.85809,0.68941,0.76999,0.45787,1.32552,0.71158,1.02278,0.000389919,0.000389919,0.000389919
239,5051.52,0.75129,0.42105,0.84484,0.8616,0.68715,0.7737,0.45811,1.32367,0.70552,1.02292,0.00038629,0.00038629,0.00038629
240,5072.73,0.75656,0.42015,0.84402,0.8561,0.69175,0.77396,0.46016,1.32337,0.70504,1.0244,0.000382661,0.000382661,0.000382661
241,5093.55,0.74845,0.42173,0.84216,0.85437,0.69029,0.77246,0.45993,1.32376,0.70263,1.02462,0.000379032,0.000379032,0.000379032
242,5114.4,0.74215,0.4183,0.84254,0.86713,0.68412,0.77387,0.45911,1.32248,0.70597,1.02411,0.000375403,0.000375403,0.000375403
243,5135.53,0.74966,0.42274,0.84453,0.87035,0.68291,0.77288,0.45872,1.32412,0.70521,1.02459,0.000371774,0.000371774,0.000371774
244,5156.47,0.74415,0.41605,0.84522,0.87251,0.68315,0.77259,0.45775,1.32566,0.70662,1.02485,0.000368145,0.000368145,0.000368145
245,5177.55,0.7386,0.41779,0.84345,0.87124,0.6827,0.77128,0.45805,1.32522,0.70958,1.0244,0.000364516,0.000364516,0.000364516
246,5199.58,0.74948,0.42016,0.84714,0.8527,0.69014,0.76872,0.45537,1.32684,0.70056,1.02501,0.000360887,0.000360887,0.000360887
247,5220.85,0.73657,0.41501,0.84456,0.86651,0.68355,0.76958,0.45459,1.3284,0.70103,1.02512,0.000357258,0.000357258,0.000357258
248,5241.71,0.74565,0.41796,0.84431,0.86772,0.68437,0.76893,0.45442,1.32787,0.70222,1.0263,0.000353629,0.000353629,0.000353629
249,5262.82,0.74724,0.42067,0.84268,0.86667,0.677,0.76581,0.45224,1.3259,0.70613,1.02475,0.00035,0.00035,0.00035
250,5283.98,0.74051,0.42148,0.84582,0.8658,0.67745,0.76496,0.45253,1.32747,0.70731,1.02511,0.000346371,0.000346371,0.000346371
251,5304.89,0.74479,0.41807,0.84611,0.86692,0.6817,0.76571,0.45464,1.32741,0.71093,1.02456,0.000342742,0.000342742,0.000342742
252,5326,0.74501,0.4166,0.84568,0.85813,0.68354,0.76632,0.45462,1.32388,0.71372,1.0226,0.000339113,0.000339113,0.000339113
253,5346.83,0.74578,0.41439,0.84463,0.86505,0.68054,0.76645,0.45437,1.32522,0.7153,1.02304,0.000335484,0.000335484,0.000335484
254,5367.83,0.73465,0.41019,0.84312,0.84929,0.68879,0.76803,0.45647,1.32245,0.71056,1.02352,0.000331855,0.000331855,0.000331855
255,5388.91,0.73528,0.41166,0.84471,0.87264,0.6779,0.76852,0.45627,1.3243,0.70944,1.02422,0.000328226,0.000328226,0.000328226
256,5409.44,0.7375,0.41413,0.84401,0.86951,0.68297,0.76944,0.45671,1.32466,0.70567,1.02381,0.000324597,0.000324597,0.000324597
257,5430.25,0.73161,0.41286,0.83978,0.87328,0.67836,0.76959,0.45635,1.32535,0.70948,1.02487,0.000320968,0.000320968,0.000320968
258,5451.39,0.73526,0.41217,0.84061,0.87141,0.68071,0.77146,0.45684,1.32143,0.71027,1.02367,0.000317339,0.000317339,0.000317339
259,5472.28,0.73316,0.40893,0.8385,0.87807,0.67718,0.77182,0.45717,1.31982,0.70975,1.02321,0.00031371,0.00031371,0.00031371
260,5493.27,0.74032,0.41633,0.84063,0.87564,0.67534,0.77052,0.45743,1.32023,0.70691,1.02405,0.000310081,0.000310081,0.000310081
261,5514.44,0.74392,0.41641,0.84402,0.87071,0.67909,0.77199,0.45813,1.32087,0.70794,1.02338,0.000306452,0.000306452,0.000306452
262,5534.88,0.74309,0.41002,0.84462,0.87185,0.67767,0.77197,0.45733,1.32282,0.71003,1.02301,0.000302823,0.000302823,0.000302823
263,5555.5,0.73052,0.40808,0.84086,0.87223,0.67701,0.77099,0.45685,1.32544,0.71139,1.02274,0.000299194,0.000299194,0.000299194
264,5576.74,0.72458,0.40879,0.83751,0.85653,0.68975,0.77261,0.45746,1.32719,0.70927,1.02352,0.000295565,0.000295565,0.000295565
265,5597.63,0.72481,0.4066,0.84065,0.85716,0.69115,0.77221,0.45778,1.32646,0.70597,1.02299,0.000291935,0.000291935,0.000291935
266,5618.79,0.72913,0.4116,0.8402,0.85463,0.69297,0.77303,0.45857,1.32567,0.7065,1.02429,0.000288306,0.000288306,0.000288306
267,5639.86,0.73121,0.40621,0.83895,0.85788,0.69015,0.77261,0.45849,1.32544,0.70807,1.02485,0.000284677,0.000284677,0.000284677
268,5660.24,0.73279,0.40961,0.84032,0.8545,0.69048,0.77227,0.45763,1.32623,0.7134,1.02499,0.000281048,0.000281048,0.000281048
269,5681.21,0.72624,0.40958,0.84168,0.86609,0.68311,0.77188,0.45811,1.32707,0.71549,1.02476,0.000277419,0.000277419,0.000277419
270,5702.25,0.72905,0.40899,0.84173,0.87217,0.67892,0.77126,0.4586,1.32538,0.71488,1.0247,0.00027379,0.00027379,0.00027379
271,5723.18,0.73108,0.41108,0.84225,0.88025,0.66983,0.77019,0.45868,1.32503,0.71465,1.024,0.000270161,0.000270161,0.000270161
272,5744.2,0.72231,0.40622,0.83789,0.87594,0.67509,0.7708,0.45862,1.32386,0.71336,1.02283,0.000266532,0.000266532,0.000266532
273,5765.49,0.73352,0.41171,0.84389,0.87915,0.67429,0.77168,0.45837,1.32419,0.71435,1.02341,0.000262903,0.000262903,0.000262903
274,5786.33,0.72114,0.40768,0.84171,0.8727,0.681,0.7722,0.45837,1.32677,0.7094,1.02425,0.000259274,0.000259274,0.000259274
275,5807.4,0.72467,0.40882,0.84158,0.8595,0.68868,0.77127,0.45802,1.32509,0.708,1.02334,0.000255645,0.000255645,0.000255645
276,5828.59,0.71588,0.39959,0.83762,0.86995,0.68109,0.771,0.45888,1.32547,0.70952,1.02322,0.000252016,0.000252016,0.000252016
277,5849.43,0.73321,0.41211,0.84265,0.86447,0.68424,0.77098,0.45883,1.32656,0.70814,1.02367,0.000248387,0.000248387,0.000248387
278,5870.27,0.72053,0.4072,0.83786,0.8621,0.6835,0.77171,0.45926,1.32636,0.71124,1.02365,0.000244758,0.000244758,0.000244758
279,5890.69,0.71851,0.40154,0.83704,0.86014,0.68688,0.77148,0.45808,1.3251,0.71356,1.02296,0.000241129,0.000241129,0.000241129
280,5911.51,0.73023,0.40844,0.84207,0.86216,0.68693,0.77244,0.45888,1.3228,0.7117,1.02201,0.0002375,0.0002375,0.0002375
281,5932.24,0.72775,0.40611,0.83916,0.86353,0.68624,0.772,0.45919,1.32265,0.71452,1.02174,0.000236842,0.000236842,0.000236842
282,5953.75,0.71841,0.407,0.83645,0.86392,0.68623,0.77246,0.45982,1.3223,0.71594,1.02177,0.000233224,0.000233224,0.000233224
283,5974.61,0.71857,0.40519,0.83918,0.86174,0.6881,0.77181,0.45979,1.32106,0.71781,1.02119,0.000229605,0.000229605,0.000229605
284,5995.69,0.71491,0.40315,0.83567,0.86319,0.68756,0.7722,0.45972,1.3216,0.71858,1.02076,0.000225987,0.000225987,0.000225987
285,6016.76,0.71398,0.4076,0.83932,0.86407,0.68644,0.7722,0.45927,1.32142,0.71845,1.02131,0.000222368,0.000222368,0.000222368
286,6037.67,0.72541,0.40893,0.8401,0.86278,0.68679,0.77139,0.45918,1.32125,0.71912,1.02172,0.00021875,0.00021875,0.00021875
287,6058.33,0.71663,0.40543,0.83999,0.86484,0.68715,0.77095,0.45896,1.32287,0.71965,1.02216,0.000215132,0.000215132,0.000215132
288,6079.78,0.71989,0.40454,0.83916,0.8616,0.68931,0.77122,0.45955,1.32242,0.71886,1.02278,0.000211513,0.000211513,0.000211513
289,6100.89,0.71611,0.40252,0.8377,0.86112,0.68715,0.77181,0.45954,1.32275,0.71836,1.02349,0.000207895,0.000207895,0.000207895
290,6121.61,0.71254,0.40301,0.8353,0.86018,0.6896,0.77225,0.4596,1.32343,0.71834,1.02373,0.000204276,0.000204276,0.000204276
291,6142.71,0.71819,0.40411,0.8425,0.86376,0.68728,0.77222,0.46051,1.32294,0.71852,1.02451,0.000200658,0.000200658,0.000200658
292,6163.64,0.70335,0.39793,0.83493,0.8742,0.68476,0.77181,0.46079,1.32278,0.7191,1.02445,0.000197039,0.000197039,0.000197039
293,6184.43,0.71572,0.39953,0.83971,0.87276,0.68462,0.77143,0.46017,1.32318,0.71813,1.02512,0.000193421,0.000193421,0.000193421
294,6205.6,0.71086,0.39944,0.83902,0.87512,0.68352,0.77103,0.46028,1.32211,0.71952,1.02499,0.000189803,0.000189803,0.000189803
295,6226.55,0.70664,0.39746,0.83765,0.87237,0.68321,0.77148,0.46096,1.32127,0.71767,1.02451,0.000186184,0.000186184,0.000186184
296,6247.6,0.70867,0.40166,0.8368,0.87574,0.68237,0.77213,0.46111,1.3212,0.71863,1.02456,0.000182566,0.000182566,0.000182566
297,6268.73,0.7051,0.39795,0.83772,0.87305,0.68071,0.77146,0.46129,1.31958,0.71917,1.02457,0.000178947,0.000178947,0.000178947
298,6289.52,0.71565,0.40464,0.83881,0.87786,0.68074,0.77253,0.46153,1.3195,0.72141,1.02498,0.000175329,0.000175329,0.000175329
299,6310.69,0.714,0.3991,0.83884,0.87586,0.68083,0.7733,0.46106,1.31863,0.72101,1.02439,0.000171711,0.000171711,0.000171711
300,6331.61,0.70241,0.39617,0.83892,0.87391,0.68244,0.77321,0.46103,1.31842,0.72094,1.0244,0.000168092,0.000168092,0.000168092
301,6352.63,0.70586,0.40021,0.83623,0.87032,0.68382,0.77324,0.46132,1.31931,0.72333,1.02501,0.000164474,0.000164474,0.000164474
302,6372.86,0.71675,0.40387,0.83562,0.87128,0.68336,0.77312,0.46118,1.32017,0.72148,1.0254,0.000160855,0.000160855,0.000160855
303,6393.95,0.70331,0.39687,0.83404,0.87019,0.68291,0.7732,0.46123,1.31997,0.72312,1.02572,0.000157237,0.000157237,0.000157237
304,6414.78,0.71089,0.39941,0.83646,0.8718,0.68001,0.7728,0.46163,1.31923,0.72334,1.02528,0.000153618,0.000153618,0.000153618
305,6435.53,0.69912,0.39551,0.83667,0.8704,0.68215,0.77319,0.46141,1.31974,0.72216,1.02586,0.00015,0.00015,0.00015
306,6457.01,0.70564,0.39748,0.83732,0.87153,0.67941,0.77316,0.46164,1.31927,0.72156,1.02589,0.000146382,0.000146382,0.000146382
307,6478.1,0.70068,0.39351,0.83247,0.87412,0.67817,0.77273,0.46132,1.32036,0.72187,1.02612,0.000142763,0.000142763,0.000142763
308,6498.64,0.70825,0.39918,0.83909,0.87263,0.67912,0.77295,0.46127,1.32052,0.72139,1.02623,0.000139145,0.000139145,0.000139145
309,6519.57,0.70871,0.40005,0.83611,0.87059,0.68214,0.77273,0.46117,1.32056,0.72139,1.02619,0.000135526,0.000135526,0.000135526
310,6540.27,0.70183,0.39803,0.83507,0.87165,0.68287,0.77232,0.46115,1.32097,0.72246,1.02635,0.000131908,0.000131908,0.000131908
311,6561.26,0.70481,0.40201,0.83638,0.87303,0.68254,0.77266,0.46106,1.32123,0.72221,1.02686,0.000128289,0.000128289,0.000128289
312,6582.71,0.69929,0.39761,0.83556,0.87345,0.68208,0.77348,0.46109,1.32124,0.72288,1.02713,0.000124671,0.000124671,0.000124671
313,6603.32,0.70441,0.39498,0.83649,0.87319,0.68157,0.77248,0.46148,1.32158,0.72339,1.02724,0.000121053,0.000121053,0.000121053
314,6623.95,0.69865,0.3972,0.83502,0.87398,0.68238,0.77246,0.46098,1.32134,0.72293,1.0275,0.000117434,0.000117434,0.000117434
315,6644.71,0.69529,0.39029,0.83452,0.87346,0.68227,0.7714,0.46084,1.32119,0.72179,1.02725,0.000113816,0.000113816,0.000113816
316,6665.26,0.70533,0.39949,0.83564,0.87684,0.68131,0.7721,0.46096,1.32086,0.72227,1.02756,0.000110197,0.000110197,0.000110197
317,6686.82,0.70338,0.39509,0.83596,0.87496,0.67996,0.77176,0.4614,1.32202,0.72094,1.02772,0.000106579,0.000106579,0.000106579
318,6708.94,0.69774,0.3949,0.83597,0.87505,0.68033,0.77229,0.461,1.32247,0.72012,1.02777,0.000102961,0.000102961,0.000102961
319,6729.66,0.68899,0.38875,0.8342,0.87497,0.68059,0.77234,0.46081,1.32248,0.72053,1.02778,9.93421e-05,9.93421e-05,9.93421e-05
320,6750.53,0.70216,0.39603,0.83765,0.87456,0.68067,0.77233,0.46123,1.32325,0.72015,1.02754,9.57237e-05,9.57237e-05,9.57237e-05
321,6771.22,0.69758,0.39694,0.83474,0.8751,0.68048,0.77341,0.46123,1.32272,0.71741,1.02712,9.21053e-05,9.21053e-05,9.21053e-05
322,6792.02,0.69355,0.3896,0.83502,0.87434,0.6806,0.77285,0.46122,1.32325,0.71785,1.02714,8.84868e-05,8.84868e-05,8.84868e-05
323,6813.04,0.69516,0.39071,0.83394,0.87491,0.68107,0.77319,0.46136,1.32296,0.71676,1.02699,8.48684e-05,8.48684e-05,8.48684e-05
324,6834.38,0.68422,0.38736,0.83391,0.87641,0.68171,0.77435,0.46168,1.32298,0.71721,1.02693,8.125e-05,8.125e-05,8.125e-05
325,6854.8,0.69372,0.39077,0.83478,0.87741,0.68019,0.77422,0.46149,1.32291,0.71807,1.02697,7.76316e-05,7.76316e-05,7.76316e-05
326,6875.76,0.6933,0.39034,0.83479,0.87639,0.67856,0.77378,0.46124,1.32228,0.71789,1.02704,7.40132e-05,7.40132e-05,7.40132e-05
327,6897.3,0.69338,0.39334,0.8346,0.87252,0.68172,0.77321,0.46105,1.32251,0.7178,1.02708,7.03947e-05,7.03947e-05,7.03947e-05
328,6918.6,0.69724,0.39434,0.83728,0.86151,0.68785,0.77293,0.46138,1.32201,0.71843,1.02681,6.67763e-05,6.67763e-05,6.67763e-05
329,6939.72,0.69165,0.391,0.83628,0.86086,0.68835,0.77326,0.46135,1.32112,0.71828,1.02601,6.31579e-05,6.31579e-05,6.31579e-05
330,6961.07,0.6885,0.38794,0.8316,0.86306,0.68789,0.77392,0.46166,1.32158,0.71868,1.02596,5.95395e-05,5.95395e-05,5.95395e-05
331,6982.04,0.69452,0.38985,0.83265,0.86451,0.68738,0.7736,0.46154,1.32187,0.71912,1.02632,5.59211e-05,5.59211e-05,5.59211e-05
332,7002.99,0.68949,0.3925,0.83529,0.87024,0.68487,0.77412,0.46179,1.32144,0.71712,1.02577,5.23026e-05,5.23026e-05,5.23026e-05
