epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,1229.19,0.91567,0.51742,0.87798,0.83304,0.65951,0.73874,0.43189,1.33269,0.78089,1.01853,0.00104254,0.00104254,0.00104254
59,1250.89,0.89847,0.50354,0.87472,0.84412,0.64898,0.74249,0.43265,1.35703,0.78972,1.01763,0.0010389,0.0010389,0.0010389
60,1271.47,0.90778,0.51105,0.87925,0.83911,0.66105,0.74265,0.43142,1.35326,0.74161,1.01355,0.00103526,0.00103526,0.00103526
61,1292.56,0.89871,0.50144,0.87679,0.83037,0.66704,0.74559,0.43368,1.37666,0.76057,1.01819,0.00103162,0.00103162,0.00103162
62,1313.48,0.91141,0.51531,0.87798,0.84759,0.64726,0.73457,0.42406,1.3895,0.77721,1.03352,0.00102798,0.00102798,0.00102798
63,1333.82,0.90292,0.50895,0.87612,0.79921,0.66856,0.73719,0.42042,1.36474,0.75349,1.0243,0.00102434,0.00102434,0.00102434
64,1354.94,0.90012,0.50285,0.87504,0.81079,0.67546,0.74052,0.43252,1.35301,0.77542,1.02031,0.00102137,0.00102137,0.00102137
65,1376.32,0.89817,0.49847,0.87663,0.84567,0.64464,0.7372,0.42455,1.38823,0.77513,1.0428,0.00101706,0.00101706,0.00101706
66,1397.4,0.90069,0.50703,0.87507,0.8533,0.64867,0.7446,0.43768,1.35377,0.76206,1.02666,0.00101342,0.00101342,0.00101342
67,1418.57,0.8983,0.50922,0.87648,0.81384,0.67226,0.74379,0.43787,1.34054,0.79542,1.01842,0.00101048,0.00101048,0.00101048
68,1439.63,0.89585,0.50219,0.87602,0.8415,0.66971,0.75193,0.44212,1.32481,0.72141,1.01547,0.00100614,0.00100614,0.00100614
69,1460.9,0.89044,0.49385,0.87239,0.82924,0.6632,0.74337,0.43372,1.33382,0.73191,1.01858,0.00100323,0.00100323,0.00100323
70,1482.04,0.89607,0.4996,0.87424,0.83995,0.65604,0.74273,0.43606,1.3464,0.75604,1.02258,0.000999597,0.000999597,0.000999597
71,1502.65,0.89671,0.50005,0.87496,0.83054,0.67076,0.74966,0.44172,1.32541,0.74349,1.01554,0.000995968,0.000995968,0.000995968
72,1523.27,0.9019,0.50641,0.87803,0.84411,0.66581,0.74923,0.43767,1.33711,0.74474,1.0197,0.000992339,0.000992339,0.000992339
73,1544.22,0.89465,0.50207,0.8741,0.83632,0.6635,0.73811,0.42392,1.37783,0.7784,1.02563,0.00098871,0.00098871,0.00098871
74,1565.21,0.89355,0.5006,0.87435,0.82964,0.67419,0.74807,0.44079,1.32609,0.74415,1.01752,0.000985081,0.000985081,0.000985081
75,1585.86,0.88618,0.49129,0.87095,0.85832,0.65835,0.75007,0.43659,1.35171,0.74333,1.02912,0.000981452,0.000981452,0.000981452
76,1606.8,0.88682,0.49632,0.87346,0.83012,0.66738,0.73921,0.43001,1.34697,0.7607,1.03169,0.000977823,0.000977823,0.000977823
77,1628.01,0.88609,0.49075,0.86996,0.82766,0.67822,0.74571,0.43607,1.35653,0.75224,1.02503,0.000974194,0.000974194,0.000974194
78,1648.76,0.88459,0.49793,0.87167,0.83487,0.67529,0.75239,0.43531,1.37064,0.76106,1.03981,0.000970565,0.000970565,0.000970565
79,1669.44,0.88752,0.49826,0.87501,0.83743,0.66959,0.74487,0.43028,1.35444,0.7779,1.02987,0.000966935,0.000966935,0.000966935
80,1690.49,0.89691,0.50197,0.8723,0.82373,0.66263,0.74616,0.43528,1.34428,0.7642,1.02248,0.000963306,0.000963306,0.000963306
81,1711.16,0.88142,0.49233,0.87125,0.8263,0.67248,0.74704,0.43808,1.32316,0.73135,1.01627,0.000959677,0.000959677,0.000959677
82,1734.96,0.88757,0.50181,0.87222,0.81333,0.66785,0.73936,0.42466,1.38154,0.77107,1.03719,0.000956048,0.000956048,0.000956048
83,1759.11,0.87942,0.49219,0.86907,0.84747,0.65934,0.74613,0.43203,1.36618,0.75111,1.03172,0.000952419,0.000952419,0.000952419
84,1781.21,0.8886,0.49807,0.87025,0.81306,0.68325,0.74862,0.4347,1.35456,0.73534,1.03113,0.000947904,0.000947904,0.000947904
85,1802.46,0.88661,0.49427,0.87158,0.84421,0.66375,0.75514,0.43814,1.35817,0.74129,1.03579,0.000944265,0.000944265,0.000944265
86,1824.11,0.86338,0.48738,0.86936,0.84304,0.66259,0.7489,0.43519,1.35628,0.72741,1.02808,0.000940625,0.000940625,0.000940625
87,1845.4,0.88122,0.49446,0.87593,0.82111,0.67805,0.74921,0.43792,1.35564,0.744,1.02713,0.000936985,0.000936985,0.000936985
88,1866.19,0.86565,0.48381,0.86707,0.8211,0.67176,0.74564,0.43694,1.36349,0.75109,1.03912,0.000933346,0.000933346,0.000933346
89,1887.23,0.87567,0.49078,0.86792,0.82291,0.67119,0.74422,0.433,1.35621,0.78603,1.02812,0.000929706,0.000929706,0.000929706
90,1908.38,0.86925,0.48744,0.86733,0.85228,0.644,0.73587,0.42455,1.36511,0.75256,1.02914,0.000926066,0.000926066,0.000926066
91,1930.02,0.87202,0.48992,0.87142,0.84656,0.66009,0.74258,0.43164,1.35563,0.73013,1.02509,0.000922426,0.000922426,0.000922426
92,1951.34,0.86336,0.4819,0.86804,0.83494,0.67195,0.74451,0.43398,1.3446,0.71681,1.02549,0.000918787,0.000918787,0.000918787
93,1971.94,0.86991,0.48661,0.86855,0.84893,0.66175,0.74823,0.43841,1.33078,0.72444,1.02357,0.000915147,0.000915147,0.000915147
94,1992.46,0.88194,0.48653,0.87149,0.84707,0.66781,0.75437,0.44037,1.35011,0.73927,1.02692,0.000911507,0.000911507,0.000911507
95,2013.21,0.88139,0.49077,0.87012,0.85222,0.66026,0.74924,0.43825,1.34727,0.74885,1.02798,0.000907868,0.000907868,0.000907868
96,2034.31,0.86402,0.48814,0.8703,0.8409,0.67185,0.75064,0.43713,1.35096,0.73218,1.01658,0.000904228,0.000904228,0.000904228
97,2055.1,0.87347,0.48731,0.86876,0.835,0.67161,0.75052,0.43652,1.36253,0.75248,1.03043,0.000900588,0.000900588,0.000900588
98,2076.7,0.86196,0.48047,0.86728,0.84748,0.66444,0.74794,0.4383,1.34593,0.73151,1.02782,0.000896949,0.000896949,0.000896949
99,2097.99,0.86743,0.4846,0.8653,0.83851,0.67943,0.75123,0.44266,1.32819,0.71746,1.02117,0.000893309,0.000893309,0.000893309
100,2118.57,0.86809,0.48678,0.86867,0.87023,0.65698,0.75156,0.43685,1.3616,0.73551,1.032,0.000889669,0.000889669,0.000889669
101,2139.83,0.88191,0.48997,0.8698,0.85296,0.66241,0.74231,0.43227,1.3609,0.745,1.03876,0.000886029,0.000886029,0.000886029
102,2160.57,0.87451,0.48638,0.8702,0.84622,0.65897,0.74328,0.43528,1.34365,0.75441,1.02794,0.00088239,0.00088239,0.00088239
103,2181.67,0.88228,0.48764,0.86917,0.84879,0.65594,0.74217,0.43312,1.35091,0.75843,1.02307,0.00087875,0.00087875,0.00087875
104,2202.96,0.88372,0.49291,0.87625,0.83579,0.65575,0.73571,0.43343,1.35387,0.77331,1.02573,0.00087511,0.00087511,0.00087511
105,2223.63,0.8706,0.48538,0.86647,0.85891,0.65924,0.7431,0.43458,1.36073,0.77282,1.02877,0.000871471,0.000871471,0.000871471
106,2244.5,0.8667,0.48301,0.86567,0.8734,0.65777,0.75217,0.4416,1.33879,0.75034,1.0273,0.000867831,0.000867831,0.000867831
107,2266.25,0.87692,0.49301,0.86929,0.8486,0.6688,0.75187,0.44357,1.34919,0.73179,1.02608,0.000864191,0.000864191,0.000864191
108,2287.09,0.87821,0.49275,0.86964,0.83693,0.66653,0.74659,0.43313,1.35751,0.73892,1.03117,0.000860551,0.000860551,0.000860551
109,2308.12,0.8645,0.48802,0.86564,0.83655,0.66628,0.73539,0.42854,1.37007,0.76955,1.03324,0.000856912,0.000856912,0.000856912
110,2329.56,0.87417,0.48831,0.86946,0.83643,0.67192,0.74918,0.43751,1.34673,0.73339,1.02973,0.000853272,0.000853272,0.000853272
111,2350.36,0.86311,0.48744,0.86671,0.84393,0.67286,0.75222,0.43987,1.34242,0.75044,1.01805,0.000849632,0.000849632,0.000849632
112,2371.46,0.87054,0.48805,0.86885,0.83179,0.67096,0.74974,0.43674,1.34829,0.75433,1.0245,0.000845993,0.000845993,0.000845993
113,2392.5,0.86971,0.48543,0.86594,0.85952,0.66136,0.74869,0.43921,1.32637,0.73615,1.02023,0.000842353,0.000842353,0.000842353
114,2413.24,0.85418,0.48476,0.86775,0.8734,0.65045,0.74722,0.43903,1.34122,0.73686,1.02441,0.000839919,0.000839919,0.000839919
115,2434.21,0.85607,0.48093,0.86693,0.86387,0.65678,0.74281,0.43478,1.34654,0.76526,1.02616,0.00083629,0.00083629,0.00083629
116,2455.51,0.86904,0.48339,0.87096,0.85045,0.67335,0.75466,0.44226,1.33531,0.72783,1.02024,0.000832661,0.000832661,0.000832661
117,2476.28,0.85653,0.48026,0.86516,0.86919,0.65464,0.74818,0.43931,1.35355,0.75973,1.03211,0.000829032,0.000829032,0.000829032
118,2497.03,0.86961,0.48553,0.86966,0.84015,0.66531,0.74791,0.44012,1.346,0.75624,1.0219,0.000825403,0.000825403,0.000825403
119,2517.73,0.86194,0.47785,0.86355,0.82296,0.67829,0.74919,0.44087,1.34377,0.74662,1.02377,0.000821774,0.000821774,0.000821774
120,2538.54,0.8536,0.47553,0.86186,0.84478,0.66242,0.74713,0.44212,1.3319,0.74669,1.02074,0.000818145,0.000818145,0.000818145
121,2559.38,0.85504,0.48001,0.86726,0.82171,0.68739,0.7512,0.4416,1.3337,0.72846,1.01791,0.000814516,0.000814516,0.000814516
122,2580.71,0.8635,0.48026,0.87032,0.8614,0.65725,0.75011,0.43896,1.35263,0.74147,1.02594,0.000810887,0.000810887,0.000810887
123,2601.57,0.85308,0.48135,0.87113,0.84902,0.6643,0.74866,0.43636,1.34758,0.731,1.02764,0.000807258,0.000807258,0.000807258
124,2622.35,0.85187,0.47506,0.86493,0.85016,0.66683,0.7533,0.43795,1.35252,0.72588,1.03381,0.000803629,0.000803629,0.000803629
125,2643.5,0.84972,0.47253,0.86391,0.84828,0.66599,0.74948,0.43847,1.35143,0.73196,1.02707,0.0008,0.0008,0.0008
126,2664.08,0.85422,0.47338,0.865,0.86474,0.6521,0.74979,0.4431,1.33437,0.73063,1.02115,0.000796371,0.000796371,0.000796371
127,2684.56,0.85311,0.47845,0.86497,0.84048,0.67895,0.75646,0.44233,1.33096,0.74074,1.02613,0.000792742,0.000792742,0.000792742
128,2705.38,0.85962,0.47709,0.86701,0.85492,0.67317,0.75707,0.4444,1.33736,0.74806,1.02327,0.000789113,0.000789113,0.000789113
129,2726.13,0.84332,0.47088,0.86504,0.86644,0.66273,0.75628,0.44274,1.34585,0.72481,1.02459,0.000785484,0.000785484,0.000785484
130,2746.93,0.84487,0.47184,0.86292,0.85095,0.67018,0.75314,0.44183,1.34322,0.73058,1.02507,0.000781855,0.000781855,0.000781855
131,2767.74,0.85009,0.47613,0.8622,0.8628,0.67248,0.7556,0.44441,1.32583,0.71813,1.01593,0.000778226,0.000778226,0.000778226
132,2788.47,0.84538,0.47695,0.86609,0.85265,0.67127,0.75689,0.44381,1.33269,0.71655,1.01793,0.000774597,0.000774597,0.000774597
133,2809.31,0.84242,0.46959,0.86182,0.86714,0.66534,0.75748,0.44351,1.32395,0.69388,1.02131,0.000770968,0.000770968,0.000770968
134,2830.21,0.84297,0.47257,0.86518,0.86006,0.66633,0.75646,0.44486,1.32586,0.73575,1.01981,0.000767339,0.000767339,0.000767339
135,2850.84,0.84831,0.4731,0.86212,0.84338,0.67875,0.7607,0.4468,1.33908,0.72085,1.01606,0.00076371,0.00076371,0.00076371
136,2872.23,0.84197,0.47323,0.86412,0.84189,0.67974,0.75905,0.44903,1.33653,0.73485,1.01163,0.000760081,0.000760081,0.000760081
137,2893.33,0.84433,0.47303,0.86617,0.86839,0.66069,0.75504,0.44871,1.32338,0.70893,1.01098,0.000756452,0.000756452,0.000756452
138,2914.04,0.83664,0.46642,0.86088,0.82183,0.69268,0.75979,0.44617,1.33681,0.72253,1.0193,0.000752823,0.000752823,0.000752823
139,2934.58,0.84598,0.47077,0.86249,0.8343,0.68319,0.75907,0.44369,1.34313,0.74123,1.01781,0.000749194,0.000749194,0.000749194
140,2955.54,0.84307,0.47633,0.86385,0.83374,0.68453,0.75886,0.44233,1.34159,0.74011,1.01947,0.000747039,0.000747039,0.000747039
141,2976.11,0.83374,0.468,0.8667,0.867,0.66496,0.75991,0.44431,1.33667,0.72862,1.0175,0.000743421,0.000743421,0.000743421
142,2996.88,0.83752,0.46268,0.86114,0.84869,0.68284,0.76628,0.45178,1.33642,0.72891,1.02182,0.000739803,0.000739803,0.000739803
143,3017.48,0.83806,0.47127,0.86358,0.85559,0.68375,0.76248,0.44756,1.33442,0.70398,1.01994,0.000736184,0.000736184,0.000736184
144,3038.23,0.83351,0.46344,0.85877,0.84053,0.68726,0.76006,0.44796,1.33599,0.70503,1.02492,0.000732566,0.000732566,0.000732566
145,3058.91,0.83942,0.46594,0.85811,0.84614,0.67258,0.75279,0.44182,1.33789,0.72546,1.02175,0.000728947,0.000728947,0.000728947
146,3079.81,0.83352,0.46449,0.86088,0.84316,0.68155,0.75712,0.44566,1.32816,0.69415,1.02132,0.000725329,0.000725329,0.000725329
147,3101.41,0.82852,0.46548,0.86237,0.86347,0.67284,0.76024,0.44859,1.32948,0.72937,1.01958,0.000721711,0.000721711,0.000721711
148,3122.21,0.8249,0.46281,0.85933,0.86381,0.68235,0.7663,0.45381,1.32056,0.72274,1.01581,0.000718092,0.000718092,0.000718092
149,3143.24,0.83329,0.4675,0.86337,0.84995,0.68843,0.7702,0.45042,1.3282,0.71884,1.01575,0.000714474,0.000714474,0.000714474
150,3164.74,0.8283,0.46332,0.86009,0.87148,0.67825,0.76728,0.45369,1.32189,0.72764,1.0164,0.000710855,0.000710855,0.000710855
151,3185.52,0.81598,0.4539,0.86142,0.87117,0.67585,0.76099,0.44601,1.33333,0.70847,1.02432,0.000707237,0.000707237,0.000707237
152,3206.55,0.81744,0.45937,0.85828,0.84392,0.68736,0.76247,0.45036,1.32908,0.72183,1.01849,0.000703618,0.000703618,0.000703618
153,3227.75,0.82128,0.45652,0.85869,0.8524,0.68556,0.76633,0.44815,1.33609,0.71286,1.02448,0.0007,0.0007,0.0007
154,3248.9,0.82317,0.45999,0.86198,0.86888,0.68333,0.76594,0.45127,1.31816,0.69228,1.02095,0.000696382,0.000696382,0.000696382
155,3270.19,0.82347,0.45825,0.86144,0.86058,0.67239,0.76029,0.44785,1.329,0.73542,1.01976,0.000692763,0.000692763,0.000692763
156,3291.62,0.81765,0.45531,0.85605,0.84654,0.68246,0.76362,0.45071,1.3334,0.7378,1.02041,0.000689145,0.000689145,0.000689145
157,3315.5,0.82048,0.45271,0.85493,0.83902,0.68,0.75732,0.44363,1.33996,0.73546,1.02498,0.000685526,0.000685526,0.000685526
158,3339.06,0.82404,0.46268,0.86054,0.85042,0.68143,0.75683,0.44237,1.34116,0.73244,1.02141,0.000680242,0.000680242,0.000680242
159,3363.21,0.8178,0.45687,0.85638,0.85339,0.68439,0.76035,0.44573,1.32759,0.71944,1.01805,0.000676613,0.000676613,0.000676613
160,3385.69,0.82018,0.45647,0.85668,0.85854,0.6835,0.76635,0.4513,1.31706,0.71326,1.01789,0.000672984,0.000672984,0.000672984
161,3407.58,0.80524,0.45454,0.85884,0.86062,0.68274,0.76419,0.45184,1.3139,0.71678,1.01788,0.000669355,0.000669355,0.000669355
162,3430.19,0.8138,0.45541,0.85381,0.86742,0.67249,0.76068,0.4499,1.32288,0.70889,1.02411,0.000665726,0.000665726,0.000665726
163,3452.15,0.82051,0.45546,0.8607,0.86089,0.67331,0.75969,0.44711,1.33801,0.72156,1.02438,0.000662097,0.000662097,0.000662097
164,3473.52,0.81556,0.45646,0.85857,0.8569,0.67675,0.76072,0.4478,1.33915,0.72602,1.02898,0.000656728,0.000656728,0.000656728
165,3494.56,0.80666,0.44668,0.85474,0.86273,0.674,0.76695,0.45414,1.32525,0.73451,1.01975,0.000653088,0.000653088,0.000653088
166,3515.63,0.8038,0.45038,0.85244,0.87424,0.66877,0.76695,0.45697,1.30953,0.73421,1.01515,0.000649449,0.000649449,0.000649449
167,3536.53,0.81122,0.45046,0.85592,0.84682,0.68045,0.76113,0.44993,1.32398,0.74155,1.02138,0.000645809,0.000645809,0.000645809
168,3558.31,0.81402,0.45421,0.85648,0.8751,0.66392,0.76085,0.45188,1.32329,0.7471,1.02146,0.000642169,0.000642169,0.000642169
169,3579.4,0.81043,0.45214,0.85747,0.86817,0.66685,0.76133,0.4493,1.33537,0.7543,1.02317,0.000638529,0.000638529,0.000638529
170,3600.57,0.81154,0.44995,0.85427,0.8569,0.67327,0.75725,0.45069,1.3137,0.73944,1.01315,0.00063489,0.00063489,0.00063489
171,3621.77,0.81767,0.45443,0.85623,0.86994,0.67546,0.76235,0.44985,1.31783,0.73402,1.01223,0.00063125,0.00063125,0.00063125
172,3642.7,0.80223,0.45083,0.85509,0.86224,0.67815,0.76205,0.45176,1.31838,0.73376,1.01268,0.00062761,0.00062761,0.00062761
173,3664.02,0.80407,0.44793,0.85534,0.8614,0.67682,0.76382,0.45075,1.329,0.74687,1.01786,0.000623971,0.000623971,0.000623971
174,3685.24,0.81662,0.4552,0.85908,0.8515,0.67509,0.76168,0.44843,1.33281,0.75489,1.02622,0.000620331,0.000620331,0.000620331
175,3706.54,0.81301,0.45082,0.85856,0.85877,0.67246,0.7631,0.45093,1.33321,0.75158,1.02245,0.000616691,0.000616691,0.000616691
176,3727.35,0.79065,0.44111,0.84942,0.8652,0.67304,0.76228,0.45109,1.33029,0.73361,1.02337,0.000613051,0.000613051,0.000613051
177,3748.41,0.80049,0.4499,0.85477,0.85648,0.68624,0.76299,0.45094,1.33008,0.72344,1.02529,0.000609412,0.000609412,0.000609412
178,3769.6,0.80112,0.44527,0.85388,0.86236,0.68563,0.76877,0.45635,1.33157,0.71583,1.03111,0.000605772,0.000605772,0.000605772
179,3790.72,0.79845,0.44528,0.85151,0.87759,0.67404,0.76694,0.45484,1.32501,0.73871,1.02586,0.000602132,0.000602132,0.000602132
180,3812.34,0.7977,0.44445,0.85212,0.87663,0.66799,0.76084,0.45017,1.32436,0.73437,1.02213,0.000598493,0.000598493,0.000598493
181,3833.67,0.79276,0.44615,0.85227,0.8745,0.66226,0.75984,0.4486,1.32735,0.73293,1.02056,0.000594853,0.000594853,0.000594853
182,3854.6,0.80282,0.45066,0.85327,0.8749,0.67442,0.76357,0.45393,1.31644,0.7178,1.01738,0.000591213,0.000591213,0.000591213
183,3876.16,0.79754,0.448,0.85285,0.86931,0.67307,0.76388,0.45376,1.31567,0.72002,1.01754,0.000587574,0.000587574,0.000587574
184,3897.08,0.78767,0.44086,0.85238,0.88351,0.66692,0.76442,0.45505,1.31561,0.71303,1.01886,0.000583934,0.000583934,0.000583934
